species,gene_id,gene_symbol,biotype,overlap_count,analyses
human,ENSG00000108679,LGALS3BP,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000108688,,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000108691,CCL2,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000108797,CNTNAP1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000108819,PPP1R9B,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000108821,COL1A1,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000108828,VAT1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000108829,LRRC59,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000108846,ABCC3,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000108932,SLC16A6,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000108947,EFNB3,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000108960,MMD,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000108963,DPH1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109066,TMEM104,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109072,VTN,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109079,TNFAIP1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000109084,TMEM97,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000109099,PMP22,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000109103,UNC119,protein_coding,6,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109107,ALDOC,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109111,SUPT6H,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109113,RAB34,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000109193,SULT1E1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000109321,AREG,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000109436,TBC1D9,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000109501,WFS1,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109534,GAR1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000109586,GALNT7,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000109625,CPZ,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000109667,SLC2A9,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109680,TBC1D19,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000109736,MFSD10,protein_coding,3,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109758,HGFAC,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109854,HTATIP2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000109881,CCDC34,protein_coding,3,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); GWAS | human | Closest genes
human,ENSG00000109906,ZBTB16,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000109917,ZPR1,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000109971,HSPA8,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110031,LPXN,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000110046,ATG2A,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110047,EHD1,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110048,OSBP,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000110057,UNC93B1,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110077,MS4A6A,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000110079,MS4A4A,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000110090,CPT1A,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000110092,CCND1,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110104,CCDC86,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110169,HPX,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000110243,APOA5,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000110244,APOA4,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000110324,IL10RA,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000110328,GALNT18,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110344,UBE4A,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110395,CBL,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000110400,NECTIN1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110446,SLC15A3,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000110492,MDK,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000110497,AMBRA1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110628,SLC22A18,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110651,CD81,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110660,SLC35F2,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000110697,PITPNM1,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110719,TCIRG1,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110756,HPS5,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000110811,P3H3,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000110841,PPFIBP1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000110848,CD69,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000110876,SELPLG,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000110880,CORO1C,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000110921,MVK,protein_coding,3,Patient | GSE130970 | NAS high (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000110934,BIN2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111057,KRT18,protein_coding,7,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000111110,PPM1H,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111181,SLC6A12,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000111199,TRPV4,protein_coding,5,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000111245,MYL2,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000111247,RAD51AP1,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000111249,CUX2,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000111261,MANSC1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000111271,ACAD10,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000111275,ALDH2,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000111321,LTBR,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000111331,OAS3,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD); GWAS | human | Closest genes
human,ENSG00000111335,OAS2,protein_coding,2,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated)
human,ENSG00000111339,ART4,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111341,MGP,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111348,ARHGDIB,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111371,SLC38A1,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000111404,RERGL,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000111412,SPRING1,protein_coding,1,Patient | GSE130970 | NAS high (upregulated)
human,ENSG00000111452,ADGRD1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000111554,MDM1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000111640,GAPDH,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000111641,NOP2,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000111665,CDCA3,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111667,USP5,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000111671,SPSB2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000111676,ATN1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000111679,PTPN6,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111684,LPCAT3,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000111701,,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111711,GOLT1B,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000111713,GYS2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000111716,LDHB,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000111729,CLEC4A,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111731,C2CD5,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111752,PHC1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000111850,SMIM8,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000111859,NEDD9,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000111906,HDDC2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000112118,MCM3,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000112149,CD83,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000112183,RBM24,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
